facultad,extension,matriculas_ordinarias,matriculas_extraordinarias,retiros,publicacion_articulos_cientificos_docentes,publicacion_libros_cientificos_docentes,publicacion_revistas_cientificas_docentes,publicacion_articulo_cientifico_estudiante,publicacion_revista_cientifica_estudiante,periodo_academico
Ciencias_Informaticas,Matriz,171,2,82,30,63,32,41,73,15/10/2020
Ciencias_Informaticas,Matriz,171,2,82,30,63,32,41,73,22/10/2020
Ciencias_Informaticas,Matriz,171,2,82,30,76,32,32,97,29/10/2020
Ciencias_Informaticas,Matriz,171,2,82,30,71,32,32,73,05/11/2020
Ciencias_Informaticas,Matriz,171,3,82,30,79,32,23,73,12/11/2020
Ciencias_Informaticas,Chone,15,14,2,14,20,14,26,14,01/02/2019
Ciencias_Informaticas,Chone,23,14,7,14,48,14,14,14,01/02/2019
Ciencias_Informaticas,Chone,23,14,3,14,13,14,26,14,01/02/2019
Ciencias_Informaticas,Chone,23,14,3,14,22,14,26,14,01/02/2019
Ciencias_Informaticas,Chone,23,14,3,14,35,14,26,14,01/02/2019
Ciencias_Informaticas,Chone,23,14,3,14,4,14,26,14,01/02/2019
Ciencias_Informaticas,Chone,23,14,3,14,43,14,26,14,01/02/2019
Ciencias_Informaticas,Chone,23,14,3,14,35,14,26,14,11/02/2018
Ciencias_Informaticas,Chone,23,14,3,14,52,14,26,14,11/06/2020
Ciencias_Informaticas,Chone,23,14,3,14,52,14,26,14,18/06/2020
Ciencias_Informaticas,Chone,23,14,3,14,35,14,26,14,25/06/2020
Ciencias_Informaticas,Chone,23,14,3,14,74,14,26,14,01/07/2020
Ciencias_Informaticas,Chone,23,14,3,14,43,14,26,14,08/07/2020
Ciencias_Informaticas,Chone,23,14,3,14,43,14,26,14,15/07/2020
Ciencias_Informaticas,Chone,23,14,3,14,87,14,26,14,07/09/2019
Ciencias_Informaticas,Chone,23,14,3,14,74,14,26,14,30/07/2020
Ciencias_Informaticas,Chone,23,14,3,14,48,14,33,14,06/08/2020
Ciencias_Informaticas,Chone,23,14,3,14,48,14,33,14,13/08/2020
Ciencias_Informaticas,Chone,23,14,3,14,78,14,33,14,20/08/2020
Ciencias_Informaticas,Chone,23,14,3,14,61,14,67,14,27/08/2021
Ciencias_Informaticas,Chone,23,14,2,14,30,14,50,14,03/09/2020
Ciencias_Informaticas,Chone,23,14,2,14,65,14,50,14,10/09/2020
Ciencias_Informaticas,Chone,23,14,2,14,78,14,26,14,17/09/2020
Ciencias_Informaticas,Chone,23,14,3,14,171,14,33,14,24/09/2020
Ciencias_Informaticas,Chone,23,14,3,14,171,14,33,14,30/09/2020
Ciencias_Informaticas,Chone,23,14,3,14,171,14,33,14,08/10/2020
Ciencias_Informaticas,Chone,23,14,3,14,43,14,26,14,15/10/2020
Ciencias_Informaticas,Chone,23,14,3,14,43,14,26,14,22/10/2020
Ciencias_Informaticas,Chone,23,14,3,14,171,14,33,14,29/10/2020
Ciencias_Informaticas,Chone,23,14,3,14,171,14,33,14,05/11/2020
Ciencias_Informaticas,Chone,23,14,5,14,32,14,80,14,12/11/2020
Ciencias_Informaticas,Bahia,25,14,2,14,36,14,26,14,26/12/2017
Ciencias_Informaticas,Bahia,14,26,1,14,26,14,32,14,26/12/2017
Ciencias_Informaticas,Bahia,25,14,1,14,36,14,26,14,26/12/2017
Ciencias_Informaticas,Bahia,25,14,1,14,24,14,26,14,26/12/2017
Ciencias_Informaticas,Bahia,25,14,1,14,16,14,26,14,26/12/2017
Ciencias_Informaticas,Bahia,25,14,1,14,44,14,26,14,26/12/2017
Ciencias_Informaticas,Bahia,25,14,1,14,44,14,26,14,26/12/2017
Ciencias_Informaticas,Bahia,25,14,1,14,32,14,26,14,11/02/2018
Ciencias_Informaticas,Bahia,25,14,1,14,60,14,26,14,11/06/2020
Ciencias_Informaticas,Bahia,25,14,1,14,60,14,32,14,18/06/2020
Ciencias_Informaticas,Bahia,25,14,1,14,32,14,26,14,25/06/2020
Ciencias_Informaticas,Bahia,25,14,2,14,44,14,32,14,01/07/2020
Ciencias_Informaticas,Bahia,25,14,1,14,32,14,26,14,08/07/2020
Ciencias_Informaticas,Bahia,25,14,2,14,72,14,32,14,15/07/2020
Ciencias_Informaticas,Bahia,25,14,1,14,28,14,32,14,07/09/2019
Ciencias_Informaticas,Bahia,25,14,2,14,64,14,32,14,30/07/2020
Ciencias_Informaticas,Bahia,25,14,1,14,44,14,26,14,06/08/2020
Ciencias_Informaticas,Bahia,25,14,1,14,20,14,32,14,13/08/2020
Ciencias_Informaticas,Bahia,25,14,6,14,80,14,32,14,20/08/2020
Ciencias_Informaticas,Bahia,25,14,7,14,44,14,32,14,27/08/2021
Ciencias_Informaticas,Bahia,25,14,9,14,24,14,32,14,03/09/2020
Ciencias_Informaticas,Bahia,25,14,6,14,20,14,32,14,10/09/2020
Ciencias_Informaticas,Bahia,25,14,3,14,28,14,32,14,17/09/2020
Ciencias_Informaticas,Bahia,25,14,7,14,12,14,32,14,24/09/2020
Ciencias_Informaticas,Bahia,25,14,4,14,36,14,32,14,30/09/2020
Ciencias_Informaticas,Bahia,25,14,3,14,28,14,32,14,08/10/2020
Ciencias_Informaticas,Bahia,25,14,4,14,20,14,32,14,15/10/2020
Ciencias_Informaticas,Bahia,25,14,4,14,20,14,32,14,22/10/2020
Ciencias_Informaticas,Bahia,25,14,2,14,52,14,32,14,29/10/2020
Ciencias_Informaticas,Bahia,25,14,2,14,36,14,32,14,05/11/2020
Ciencias_Informaticas,Bahia,25,14,2,14,16,14,32,14,12/11/2020
Ciencias_Informaticas,El Carmen,30,14,3,14,40,14,26,14,06/01/2017
Ciencias_Informaticas,El Carmen,26,14,7,14,169,14,26,14,06/01/2017
Ciencias_Informaticas,El Carmen,26,14,3,14,42,14,26,14,06/01/2017
Ciencias_Informaticas,El Carmen,26,14,3,14,54,14,26,14,06/01/2017
Ciencias_Informaticas,El Carmen,26,14,3,14,42,14,26,14,06/01/2017
Ciencias_Informaticas,El Carmen,26,14,3,14,31,14,26,14,06/01/2017
Ciencias_Informaticas,El Carmen,26,14,3,14,50,14,26,14,06/01/2017
Ciencias_Informaticas,El Carmen,26,14,3,14,50,14,33,14,11/02/2018
Ciencias_Informaticas,El Carmen,26,14,3,14,62,14,26,14,11/06/2020
Ciencias_Informaticas,El Carmen,26,14,3,14,65,14,26,14,18/06/2020
Ciencias_Informaticas,El Carmen,26,14,3,14,46,14,26,14,25/06/2020
Ciencias_Informaticas,El Carmen,26,14,3,14,54,14,26,14,01/07/2020
Ciencias_Informaticas,El Carmen,26,14,3,14,50,14,26,14,08/07/2020
Ciencias_Informaticas,El Carmen,26,14,3,14,38,14,26,14,15/07/2020
Ciencias_Informaticas,El Carmen,26,14,3,14,65,14,26,14,07/09/2019
Ciencias_Informaticas,El Carmen,26,14,3,14,65,14,26,14,30/07/2020
Ciencias_Informaticas,El Carmen,26,14,4,14,54,14,75,14,06/08/2020
Ciencias_Informaticas,El Carmen,26,14,5,14,38,14,80,14,13/08/2020
Ciencias_Informaticas,El Carmen,26,14,5,14,46,14,80,14,20/08/2020
Ciencias_Informaticas,El Carmen,26,14,5,14,46,14,80,14,27/08/2021
Ciencias_Informaticas,El Carmen,26,14,7,14,31,14,32,14,03/09/2020
Ciencias_Informaticas,El Carmen,26,14,5,14,169,14,32,14,10/09/2020
Ciencias_Informaticas,El Carmen,28,14,5,14,32,14,32,14,17/09/2020
Ciencias_Informaticas,El Carmen,26,14,4,14,96,14,75,14,24/09/2020
Ciencias_Informaticas,El Carmen,26,14,8,14,58,14,88,14,30/09/2020
Ciencias_Informaticas,El Carmen,26,14,6,14,65,14,83,14,08/10/2020
Ciencias_Informaticas,El Carmen,26,14,3,14,85,14,26,14,15/10/2020
Ciencias_Informaticas,El Carmen,26,14,3,14,85,14,26,14,22/10/2020
Ciencias_Informaticas,El Carmen,26,14,3,14,58,14,67,14,29/10/2020
Ciencias_Informaticas,El Carmen,26,14,3,14,85,14,67,14,05/11/2020
Ciencias_Informaticas,El Carmen,26,14,5,14,81,14,32,14,12/11/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,32,14,25,14,25/11/2017
Ciencias_Informaticas,El Carmen,22,14,6,14,55,14,26,14,25/11/2017
Ciencias_Informaticas,El Carmen,22,14,4,14,41,14,26,14,05/06/2018
Ciencias_Informaticas,El Carmen,22,14,4,14,41,14,25,14,11/02/2018
Ciencias_Informaticas,El Carmen,22,14,4,14,36,14,25,14,11/02/2019
Ciencias_Informaticas,El Carmen,22,14,4,14,55,14,26,14,11/02/2021
Ciencias_Informaticas,El Carmen,22,14,4,14,36,14,26,14,11/02/2021
Ciencias_Informaticas,El Carmen,22,14,4,14,59,14,26,14,11/02/2018
Ciencias_Informaticas,El Carmen,22,14,4,14,55,14,26,14,11/06/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,68,14,25,14,18/06/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,55,14,26,14,25/06/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,26,14,01/07/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,26,14,08/07/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,26,14,15/07/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,26,14,07/09/2019
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,26,14,30/07/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,26,14,06/08/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,26,14,13/08/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,77,14,25,14,20/08/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,27,14,25,14,27/08/2021
Ciencias_Informaticas,El Carmen,22,14,4,14,27,14,25,14,03/09/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,27,14,25,14,10/09/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,75,14,17/09/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,18,14,50,14,24/09/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,55,14,26,14,30/09/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,55,14,25,14,08/10/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,50,14,15/10/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,50,14,22/10/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,50,14,29/10/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,50,14,05/11/2020
Ciencias_Informaticas,El Carmen,22,14,4,14,50,14,50,14,12/11/2020
Arquitectura,Matriz,18,14,3,14,39,14,32,14,25/11/2017
Arquitectura,Matriz,18,14,4,14,44,14,26,14,25/11/2017
Arquitectura,Matriz,18,14,2,14,33,14,26,14,05/06/2018
Arquitectura,Matriz,18,14,2,14,89,14,26,14,11/02/2018
Arquitectura,Matriz,18,14,2,14,56,14,26,14,11/02/2019
Arquitectura,Matriz,18,14,2,14,26,14,26,14,11/02/2021
Arquitectura,Matriz,18,14,2,14,72,14,26,14,11/02/2021
Arquitectura,Matriz,18,14,2,14,32,14,50,14,11/02/2018
Arquitectura,Matriz,18,14,2,14,72,14,26,14,11/06/2020
Arquitectura,Matriz,18,14,2,14,61,14,50,14,18/06/2020
Arquitectura,Matriz,18,14,2,14,56,14,26,14,25/06/2020
Arquitectura,Matriz,18,14,2,14,78,14,50,14,01/07/2020
Arquitectura,Matriz,18,14,2,14,78,14,50,14,08/07/2020
Arquitectura,Matriz,18,14,2,14,78,14,26,14,15/07/2020
Arquitectura,Matriz,18,14,2,14,78,14,26,14,07/09/2019
Arquitectura,Matriz,18,14,4,14,50,14,32,14,30/07/2020
Arquitectura,Matriz,18,14,4,14,50,14,32,14,06/08/2020
Arquitectura,Matriz,18,14,4,14,50,14,32,14,13/08/2020
Arquitectura,Matriz,18,14,6,14,39,14,32,14,20/08/2020
Arquitectura,Matriz,18,14,7,14,61,14,32,14,27/08/2021
Arquitectura,Matriz,18,14,8,14,89,14,32,14,03/09/2020
Arquitectura,Matriz,18,14,4,14,56,14,32,14,10/09/2020
Arquitectura,Matriz,18,14,7,14,56,14,32,14,17/09/2020
Arquitectura,Matriz,18,14,7,14,50,14,32,14,24/09/2020
Arquitectura,Matriz,18,14,7,14,44,14,32,14,30/09/2020
Arquitectura,Matriz,18,14,3,14,32,14,32,14,08/10/2020
Arquitectura,Matriz,18,14,5,14,32,14,32,14,15/10/2020
Arquitectura,Matriz,18,14,5,14,32,14,32,14,22/10/2020
Arquitectura,Matriz,18,14,3,14,67,14,32,14,29/10/2020
Arquitectura,Matriz,18,14,3,14,56,14,32,14,05/11/2020
Arquitectura,Matriz,18,14,3,14,32,14,32,14,12/11/2020
Arquitectura,Chone,15,14,5,14,33,14,26,14,25/11/2017
Arquitectura,Chone,15,14,5,14,20,14,26,14,25/11/2017
Arquitectura,Chone,15,14,5,14,20,14,26,14,05/06/2018
Arquitectura,Chone,15,14,5,14,33,14,26,14,11/02/2018
Arquitectura,Chone,15,14,5,14,47,14,26,14,11/02/2019
Arquitectura,Chone,15,14,5,14,7,14,26,14,11/02/2021
Arquitectura,Chone,15,14,5,14,40,14,26,14,11/02/2021
Arquitectura,Chone,15,14,5,14,40,14,26,14,11/02/2018
Arquitectura,Chone,15,14,5,14,20,14,26,14,11/06/2020
Arquitectura,Chone,15,14,5,14,27,14,26,14,18/06/2020
Arquitectura,Chone,15,14,5,14,53,14,26,14,25/06/2020
Arquitectura,Chone,15,14,5,14,33,14,26,14,01/07/2020
Arquitectura,Chone,15,14,5,14,33,14,26,14,08/07/2020
Arquitectura,Chone,15,14,5,14,33,14,26,14,15/07/2020
Arquitectura,Chone,15,14,5,14,47,14,26,14,07/09/2019
Arquitectura,Chone,15,14,5,14,80,14,26,14,30/07/2020
Arquitectura,Chone,15,14,5,14,87,14,26,14,06/08/2020
Arquitectura,Chone,15,14,5,14,47,14,26,14,13/08/2020
Arquitectura,Chone,15,14,5,14,40,14,26,14,20/08/2020
Arquitectura,Chone,15,14,5,14,87,14,26,14,27/08/2021
Arquitectura,Chone,15,14,5,14,60,14,26,14,03/09/2020
Arquitectura,Chone,15,14,5,14,53,14,26,14,10/09/2020
Arquitectura,Chone,15,14,5,14,67,14,26,14,17/09/2020
Arquitectura,Chone,15,14,5,14,53,14,26,14,24/09/2020
Arquitectura,Chone,15,14,5,14,40,14,26,14,30/09/2020
Arquitectura,Chone,15,14,5,14,40,14,26,14,08/10/2020
Arquitectura,Chone,15,14,5,14,67,14,26,14,15/10/2020
Arquitectura,Chone,15,14,5,14,67,14,26,14,22/10/2020
Arquitectura,Chone,15,14,5,14,73,14,26,14,29/10/2020
Arquitectura,Chone,15,14,5,14,67,14,26,14,05/11/2020
Arquitectura,Chone,15,14,5,14,60,14,26,14,12/11/2020
Arquitectura,Bahia,35,14,50,3,43,14,16,32,25/11/2017
Arquitectura,Bahia,35,14,62,2,43,14,19,32,25/11/2017
Arquitectura,Bahia,35,14,62,6,37,14,23,33,05/06/2018
Arquitectura,Bahia,35,14,62,4,40,14,15,25,11/02/2018
Arquitectura,Bahia,35,14,62,4,74,14,16,75,11/02/2019
Arquitectura,Bahia,35,14,62,4,51,14,8,25,11/02/2021
Arquitectura,Bahia,35,14,62,4,49,14,11,75,11/02/2021
Arquitectura,Bahia,45,14,47,5,38,14,26,80,11/02/2018
Arquitectura,Bahia,45,14,45,7,53,14,36,29,11/06/2020
Arquitectura,Bahia,57,14,46,17,28,14,39,59,18/06/2020
Arquitectura,Bahia,57,14,46,17,35,14,43,41,25/06/2020
Arquitectura,Bahia,57,14,46,12,40,14,46,67,01/07/2020
Arquitectura,Bahia,57,14,46,15,23,14,48,40,08/07/2020
Arquitectura,Bahia,57,14,46,15,42,14,76,27,15/07/2020
Arquitectura,Bahia,57,14,46,10,44,14,67,50,07/09/2019
Arquitectura,Bahia,57,14,46,10,30,14,67,40,30/07/2020
Arquitectura,Bahia,57,14,50,7,82,14,46,71,06/08/2020
Arquitectura,Bahia,57,14,50,7,32,14,38,86,13/08/2020
Arquitectura,Bahia,57,14,50,7,39,14,46,86,20/08/2020
Arquitectura,Bahia,57,14,50,7,32,14,38,57,27/08/2021
Arquitectura,Bahia,57,14,42,14,23,14,57,14,03/09/2020
Arquitectura,Bahia,57,14,42,14,47,14,40,14,10/09/2020
Arquitectura,Bahia,57,14,42,14,30,14,29,14,17/09/2020
Arquitectura,Bahia,57,14,50,7,42,14,38,71,24/09/2020
Arquitectura,Bahia,57,14,50,7,40,14,16,29,30/09/2020
Arquitectura,Bahia,57,14,50,7,42,14,26,43,08/10/2020
Arquitectura,Bahia,57,14,50,7,42,14,12,14,15/10/2020
Arquitectura,Bahia,57,14,50,7,42,14,12,14,22/10/2020
Arquitectura,Bahia,57,14,50,7,67,14,12,29,29/10/2020
Arquitectura,Bahia,57,14,50,7,26,14,24,43,05/11/2020
Arquitectura,Bahia,57,14,50,7,56,14,32,86,12/11/2020
Arquitectura,El Carmen,14,14,1,14,14,14,26,14,25/11/2017
Arquitectura,El Carmen,15,14,26,14,40,14,26,14,25/11/2017
Arquitectura,El Carmen,15,14,26,14,32,14,26,14,05/06/2018
Arquitectura,El Carmen,15,14,26,14,93,14,26,14,11/02/2018
Arquitectura,El Carmen,15,14,26,14,67,14,26,14,11/02/2019
Arquitectura,El Carmen,15,14,26,14,40,14,26,14,11/02/2021
Arquitectura,El Carmen,15,14,26,14,60,14,26,14,11/02/2021
Arquitectura,El Carmen,15,14,26,14,27,14,26,14,11/02/2018
Arquitectura,El Carmen,15,14,26,14,53,14,26,14,11/06/2020
Arquitectura,El Carmen,15,14,26,14,47,14,26,14,18/06/2020
Arquitectura,El Carmen,15,14,26,14,73,14,26,14,25/06/2020
Arquitectura,El Carmen,15,14,26,14,67,14,26,14,01/07/2020
Arquitectura,El Carmen,15,14,26,14,93,14,26,14,08/07/2020
Arquitectura,El Carmen,15,14,26,14,80,14,26,14,15/07/2020
Arquitectura,El Carmen,15,14,26,14,27,14,26,14,07/09/2019
Arquitectura,El Carmen,15,14,26,14,53,14,26,14,30/07/2020
Arquitectura,El Carmen,15,14,26,14,53,14,26,14,06/08/2020
Arquitectura,El Carmen,15,14,26,14,93,14,26,14,13/08/2020
Arquitectura,El Carmen,15,14,26,14,60,14,26,14,20/08/2020
Arquitectura,El Carmen,15,14,26,14,20,14,26,14,27/08/2021
Arquitectura,El Carmen,15,14,26,14,40,14,26,14,03/09/2020
Arquitectura,El Carmen,15,14,26,14,73,14,26,14,10/09/2020
Arquitectura,El Carmen,15,14,26,14,32,14,26,14,17/09/2020
Arquitectura,El Carmen,15,14,26,14,80,14,26,14,24/09/2020
Arquitectura,El Carmen,15,14,26,14,80,14,26,14,30/09/2020
Arquitectura,El Carmen,15,14,26,14,60,14,26,14,08/10/2020
Arquitectura,El Carmen,15,14,26,14,53,14,26,14,15/10/2020
Arquitectura,El Carmen,15,14,26,14,53,14,26,14,22/10/2020
Arquitectura,El Carmen,15,14,26,14,60,14,26,14,29/10/2020
Arquitectura,El Carmen,15,14,26,14,20,14,26,14,05/11/2020
Arquitectura,El Carmen,15,14,26,14,32,14,26,14,12/11/2020
Medicina,Matriz,15,14,26,14,13,14,26,14,25/11/2017
Medicina,Matriz,15,14,26,14,67,14,26,14,25/11/2017
Medicina,Matriz,15,14,26,14,47,14,26,14,05/06/2018
Medicina,Matriz,15,14,26,14,40,14,26,14,11/02/2018
Medicina,Matriz,15,14,2,14,60,14,26,14,11/02/2019
Medicina,Matriz,15,14,2,14,40,14,26,14,11/02/2021
Medicina,Matriz,15,14,2,14,60,14,26,14,11/02/2021
Medicina,Matriz,15,14,2,14,27,14,26,14,11/02/2018
Medicina,Matriz,15,14,2,14,47,14,26,14,11/06/2020
Medicina,Matriz,15,14,2,14,27,14,26,14,18/06/2020
Medicina,Matriz,15,14,2,14,40,14,26,14,25/06/2020
Medicina,Matriz,15,14,2,14,33,14,26,14,01/07/2020
Medicina,Matriz,15,14,2,14,33,14,26,14,08/07/2020
Medicina,Matriz,15,14,2,14,33,14,26,14,15/07/2020
Medicina,Matriz,15,14,2,14,93,14,26,14,07/09/2019
Medicina,Matriz,15,14,2,14,47,14,26,14,30/07/2020
Medicina,Matriz,15,14,2,14,27,14,26,14,06/08/2020
Medicina,Matriz,15,14,2,14,33,14,26,14,13/08/2020
Medicina,Matriz,15,14,2,14,27,14,26,14,20/08/2020
Medicina,Matriz,15,14,2,14,33,14,26,14,27/08/2021
Medicina,Matriz,15,14,26,14,33,14,26,14,03/09/2020
Medicina,Matriz,15,14,26,14,27,14,26,14,10/09/2020
Medicina,Matriz,15,14,26,14,20,14,26,14,17/09/2020
Medicina,Matriz,15,14,2,14,40,14,26,14,24/09/2020
Medicina,Matriz,15,14,2,14,40,14,26,14,30/09/2020
Medicina,Matriz,15,14,2,14,60,14,26,14,08/10/2020
Medicina,Matriz,15,14,2,14,13,14,26,14,15/10/2020
Medicina,Matriz,15,14,2,14,13,14,26,14,22/10/2020
Medicina,Matriz,15,14,2,14,67,14,26,14,29/10/2020
Medicina,Matriz,15,14,2,14,73,14,26,14,05/11/2020
Medicina,Matriz,15,14,2,14,53,14,26,14,12/11/2020
Medicina,Chone,25,14,26,14,20,14,26,14,25/11/2017
Medicina,Chone,25,14,2,14,26,14,26,14,25/11/2017
Medicina,Chone,25,14,2,14,16,14,26,14,05/06/2018
Medicina,Chone,25,14,2,14,40,14,32,14,11/02/2018
Medicina,Chone,25,14,2,14,12,14,26,14,11/02/2019
Medicina,Chone,25,14,2,14,8,14,26,14,11/02/2021
Medicina,Chone,25,14,2,14,12,14,26,14,11/02/2021
Medicina,Chone,25,14,2,14,8,14,26,14,11/02/2018
Medicina,Chone,25,14,2,14,4,14,26,14,11/06/2020
Medicina,Chone,25,14,2,14,16,14,26,14,18/06/2020
Medicina,Chone,25,14,2,14,32,14,26,14,25/06/2020
Medicina,Chone,25,14,2,14,36,14,26,14,01/07/2020
Medicina,Chone,25,14,2,14,40,14,26,14,08/07/2020
Medicina,Chone,25,14,2,14,52,14,26,14,15/07/2020
Medicina,Chone,25,14,2,14,44,14,26,14,07/09/2019
Medicina,Chone,25,14,26,14,20,14,26,14,30/07/2020
Medicina,Chone,25,14,26,14,16,14,26,14,06/08/2020
Medicina,Chone,25,14,26,14,24,14,26,14,13/08/2020
Medicina,Chone,25,14,26,14,36,14,26,14,20/08/2020
Medicina,Chone,25,14,26,14,12,14,26,14,27/08/2021
Medicina,Chone,25,14,26,14,20,14,26,14,03/09/2020
Medicina,Chone,25,14,26,14,32,14,26,14,10/09/2020
Medicina,Chone,25,14,26,14,16,14,26,14,17/09/2020
Medicina,Chone,25,14,26,14,16,14,26,14,24/09/2020
Medicina,Chone,25,14,26,14,28,14,26,14,30/09/2020
Medicina,Chone,25,14,26,14,20,14,26,14,08/10/2020
Medicina,Chone,25,14,26,14,12,14,26,14,15/10/2020
Medicina,Chone,25,14,26,14,12,14,26,14,22/10/2020
Medicina,Chone,25,14,26,14,16,14,26,14,29/10/2020
Medicina,Chone,25,14,26,14,8,14,26,14,05/11/2020
Medicina,Chone,25,14,26,14,24,14,26,14,12/11/2020
Medicina,Bahia,162,2,10,1,62,50,90,32,25/11/2017
Medicina,Bahia,162,1,20,4,68,32,35,32,25/11/2017
Medicina,Bahia,162,1,10,3,60,32,60,33,05/06/2018
Medicina,Bahia,162,14,10,4,61,14,26,32,11/02/2018
Medicina,Bahia,162,1,10,2,65,32,14,32,11/02/2019
Medicina,Bahia,162,14,10,4,72,14,20,32,11/02/2021
Medicina,Bahia,162,14,10,4,77,14,26,32,11/02/2021
Medicina,Bahia,162,14,10,4,75,14,20,32,11/02/2018
Medicina,Bahia,162,14,10,4,81,14,20,32,11/06/2020
Medicina,Bahia,162,14,10,4,78,14,50,32,18/06/2020
Medicina,Bahia,162,14,10,4,72,14,32,32,25/06/2020
Medicina,Bahia,162,14,10,6,81,14,80,32,01/07/2020
Medicina,Bahia,146,14,16,6,82,14,32,32,08/07/2020
Medicina,Bahia,136,14,26,10,89,14,85,90,15/07/2020
Medicina,Bahia,112,14,50,12,90,14,50,32,07/09/2019
Medicina,Bahia,112,14,50,15,58,14,42,93,30/07/2020
Medicina,Bahia,112,14,50,15,36,14,62,32,06/08/2020
Medicina,Bahia,112,14,51,21,43,14,53,95,13/08/2020
Medicina,Bahia,112,14,51,21,42,14,55,81,20/08/2020
Medicina,Bahia,112,14,51,21,51,14,39,81,27/08/2021
Medicina,Bahia,112,14,51,14,56,14,43,14,03/09/2020
Medicina,Bahia,112,14,50,8,51,14,56,88,10/09/2020
Medicina,Bahia,112,14,50,8,41,14,48,38,17/09/2020
Medicina,Bahia,112,14,50,21,59,14,40,71,24/09/2020
Medicina,Bahia,112,14,50,21,65,14,42,57,30/09/2020
Medicina,Bahia,112,14,50,21,60,14,24,57,08/10/2020
Medicina,Bahia,112,14,50,21,62,14,36,48,15/10/2020
Medicina,Bahia,112,14,50,21,62,14,36,48,22/10/2020
Medicina,Bahia,112,14,50,21,41,14,16,48,29/10/2020
Medicina,Bahia,112,14,50,21,47,14,30,33,05/11/2020
Medicina,Bahia,112,14,25,21,63,14,28,19,12/11/2020
Medicina,El Carmen,136,14,10,4,26,14,20,75,25/11/2017
Medicina,El Carmen,84,14,14,4,14,26,14,26,25/11/2017
Medicina,El Carmen,84,14,11,4,24,14,82,225,05/06/2018
